id,username,ip,transactionTime,startTime,endTime,authorizationID,platform,usernames,day,polygon
104,Joseph Doherty,192.168.1.12,13/06/2019 11:46,20/04/2019 09:45,2019-04-22 09:45:03 UTC,DEV-00104-2019,MailOnline,"27964764, 30349039, 01409494, 43000841, 87779770, 51698325, 64190404",Thursday,"POLYGON ((32.9340471, -5.661571), (33.9340471,-5.661571),(32.9340471, -5.161571), (33.9340471,-5.161571),(32.9340471,-5.661571))"
105,John Smith,192.168.1.12,19/06/2019 11:29,20/04/2019 09:56,2019-04-26 09:56:30 UTC,DEV-00105-2019,TheGuardian,"53954323, 44056778, 23370524, 89698389, 22466745, 26757017, 44585839, 78299857",Wednesday,"POLYGON ((44.3914666, 2.4935416), (45.3914666,2.4935416),(44.3914666, 2.9935416), (45.3914666,2.9935416),(44.3914666,2.4935416))"
107,John Smith,192.168.1.12,27/05/2019 03:12,13/04/2019 08:24,2019-04-15 08:24:54 UTC,DEV-00107-2019,TheTimes,"25679419, 96392279, 50317436, 01610671",Monday,"POLYGON ((51.5429846, 21.0004876), (52.5429846,21.0004876),(51.5429846, 21.5004876), (52.5429846,21.5004876),(51.5429846,21.0004876))"
108,John Smith,192.168.1.12,18/07/2019 23:39,02/10/2019 17:03,2019-10-04 17:03:53 UTC,DEV-00108-2019,MailOnline,"74207132, 90996052, 22960055, 05588360, 82197271, 60067833, 45699935",Thursday,"POLYGON ((4.7631119, 97.1467072), (5.7631119,97.1467072),(4.7631119, 97.6467072), (5.7631119,97.6467072),(4.7631119,97.1467072))"
109,John Smith,192.168.1.12,18/07/2019 21:52,27/04/2019 09:57,2019-05-03 09:57:15 UTC,DEV-00109-2019,TheSun,"95641273, 45160294, 28253614, 53640236",Thursday,"POLYGON ((35.88518, 115.104389), (36.88518,115.104389),(35.88518, 115.604389), (36.88518,115.604389),(35.88518,115.104389))"
110,Joseph Doherty,192.168.1.12,03/01/2020 22:11,20/07/2019 08:17,2019-07-26 08:17:02 UTC,DEV-00110-2019,TheTimes,"99884323, 99805611, 19467979, 21868070, 82183230",Friday,"POLYGON ((37.039991, 115.667208), (38.039991,115.667208),(37.039991, 116.167208), (38.039991,116.167208),(37.039991,115.667208))"
111,John Smith,192.168.1.12,22/03/2019 16:58,29/12/2019 04:27,2020-01-01 04:27:30 UTC,DEV-00111-2019,MailOnline,"89469655, 17803941, 37402952",Friday,"POLYGON ((14.5272379, -87.2157947), (15.5272379,-87.2157947),(14.5272379, -86.7157947), (15.5272379,-86.7157947),(14.5272379,-87.2157947))"
112,John Smith,192.168.1.12,13/11/2019 04:37,21/08/2019 23:40,2019-08-25 23:40:35 UTC,DEV-00112-2019,TheTimes,"11338282, 05888312, 16185267, 45626319, 64752330, 96534215, 39017510, 66546418",Wednesday,"POLYGON ((41.923103, 124.960413), (42.923103,124.960413),(41.923103, 125.460413), (42.923103,125.460413),(41.923103,124.960413))"
114,John Smith,192.168.1.12,20/08/2019 16:43,27/06/2019 09:58,2019-07-01 09:58:07 UTC,DEV-00114-2019,TheSun,10467665,Tuesday,"POLYGON ((30.862289, 103.915953), (31.862289,103.915953),(30.862289, 104.415953), (31.862289,104.415953),(30.862289,103.915953))"
115,John Smith,192.168.1.12,15/05/2019 15:54,23/04/2019 10:04,2019-04-26 10:04:36 UTC,DEV-00115-2019,DailyExpress,"98548227, 15455421, 01606191",Wednesday,"POLYGON ((5.1443561, 10.5239867), (6.1443561,10.5239867),(5.1443561, 11.0239867), (6.1443561,11.0239867),(5.1443561,10.5239867))"
116,John Smith,192.168.1.12,21/06/2019 01:05,26/11/2019 21:43,2019-11-29 21:43:02 UTC,DEV-00116-2019,TheTimes,"14695504, 50754683, 52318500, 64230145, 00003080, 89587099, 17869570",Friday,"POLYGON ((23.72892, 109.183333), (24.72892,109.183333),(23.72892, 109.683333), (24.72892,109.683333),(23.72892,109.183333))"
117,John Smith,192.168.1.12,17/01/2020 13:10,19/03/2019 08:42,2019-03-21 08:42:05 UTC,DEV-00117-2019,TheGuardian,"27348224, 52908932",Friday,"POLYGON ((28.693048, 107.345882), (29.693048,107.345882),(28.693048, 107.845882), (29.693048,107.845882),(28.693048,107.345882))"
120,John Smith,192.168.1.12,10/06/2019 18:29,08/11/2019 05:14,2019-11-10 05:14:07 UTC,DEV-00120-2019,MailOnline,"34280564, 36047277, 69199907, 89531816, 04990605, 84341912",Monday,"POLYGON ((14.7172639, 121.0413488), (15.7172639,121.0413488),(14.7172639, 121.5413488), (15.7172639,121.5413488),(14.7172639,121.0413488))"
122,John Smith,192.168.1.12,14/05/2019 00:38,20/12/2019 04:33,2019-12-22 04:33:26 UTC,DEV-00122-2019,FinancialTimes,"45131663, 74162466",Tuesday,"POLYGON ((38.950239, 117.406384), (39.950239,117.406384),(38.950239, 117.906384), (39.950239,117.906384),(38.950239,117.406384))"
123,John Smith,192.168.1.12,17/05/2019 03:38,11/09/2019 02:35,2019-09-13 02:35:57 UTC,DEV-00123-2019,WashingtonPost,"86858395, 94308598, 66814999, 01034234, 03253215, 96031019, 31486611, 42911574",Friday,"POLYGON ((31.2194021, 107.5185474), (32.2194021,107.5185474),(31.2194021, 108.0185474), (32.2194021,108.0185474),(31.2194021,107.5185474))"
125,John Smith,192.168.1.12,10/12/2019 07:19,27/01/2020 14:32,2020-01-31 14:32:25 UTC,DEV-00125-2019,DailyExpress,"74663671, 01574939, 06250720, 60920363, 89706526, 12369517, 77960057",Tuesday,"POLYGON ((-6.5881066, 105.6823124), (-5.5881066,105.6823124),(-6.5881066, 106.1823124), (-5.5881066,106.1823124),(-6.5881066,105.6823124))"
126,John Smith,192.168.1.47,14/01/2020 05:15,22/12/2019 17:25,2019-12-27 17:25:03 UTC,DEV-00126-2019,FinancialTimes,"88385029, 88214454, 08151188",Tuesday,"POLYGON ((-27.3201981, -56.3320773), (-26.3201981,-56.3320773),(-27.3201981, -55.8320773), (-26.3201981,-55.8320773),(-27.3201981,-56.3320773))"
127,John Smith,192.168.1.12,26/02/2019 19:50,25/08/2019 22:15,2019-08-28 22:15:21 UTC,DEV-00127-2019,MailOnline,"55101343, 37526302, 33741668, 51762569, 66754814, 02808424",Tuesday,"POLYGON ((51.965973, 21.419225), (52.965973,21.419225),(51.965973, 21.919225), (52.965973,21.919225),(51.965973,21.419225))"
128,John Smith,192.168.1.12,04/07/2019 18:26,08/10/2019 17:02,2019-10-10 17:02:45 UTC,DEV-00128-2019,MailOnline,"39796794, 79976360",Thursday,"POLYGON ((23.5585593, 89.9041371), (24.5585593,89.9041371),(23.5585593, 90.4041371), (24.5585593,90.4041371),(23.5585593,89.9041371))"
129,John Smith,192.168.1.12,23/10/2019 01:21,09/05/2019 19:24,2019-05-15 19:24:25 UTC,DEV-00129-2019,MailOnline,"87266212, 33122332, 06414285, 82109379, 01251658, 40015201, 36829925, 11176274",Wednesday,"POLYGON ((-24.5113085, -48.8447394), (-23.5113085,-48.8447394),(-24.5113085, -48.3447394), (-23.5113085,-48.3447394),(-24.5113085,-48.8447394))"
131,John Smith,192.168.1.12,24/05/2019 23:57,15/08/2019 12:39,2019-08-17 12:39:04 UTC,DEV-00131-2019,WashingtonPost,91880731,Friday,"POLYGON ((-5.7421752, 105.6647142), (-4.7421752,105.6647142),(-5.7421752, 106.1647142), (-4.7421752,106.1647142),(-5.7421752,105.6647142))"
133,John Smith,192.168.1.12,20/12/2019 05:04,11/11/2019 13:17,2019-11-14 13:17:46 UTC,DEV-00133-2019,TheTimes,36029867,Friday,"POLYGON ((50.8777778, 6.0781852), (51.8777778,6.0781852),(50.8777778, 6.5781852), (51.8777778,6.5781852),(50.8777778,6.0781852))"
134,John Smith,192.168.1.12,29/07/2019 20:47,14/02/2019 21:42,2019-02-20 21:42:03 UTC,DEV-00134-2019,TheTimes,"84176678, 94279279, 74205535, 68725232, 13085072, 73228441, 12653373, 61208545, 86365433, 77248473",Monday,"POLYGON ((-0.6000092, 100.8564355), (0.3999908,100.8564355),(-0.6000092, 101.3564355), (0.3999908,101.3564355),(-0.6000092,100.8564355))"
136,John Smith,192.168.1.12,24/09/2019 08:04,01/07/2019 19:07,2019-07-06 19:07:13 UTC,DEV-00136-2019,TheGuardian,66585443,Tuesday,"POLYGON ((40.1654278, 44.3636446), (41.1654278,44.3636446),(40.1654278, 44.8636446), (41.1654278,44.8636446),(40.1654278,44.3636446))"
138,John Smith,192.168.1.12,20/11/2019 02:41,18/03/2019 16:20,2019-03-20 16:20:21 UTC,DEV-00138-2019,NewYorkTimes,"82724760, 14878365, 88999828, 74213326, 21296805, 04979551, 61681083",Wednesday,"POLYGON ((-34.0508783, 23.0935283), (-33.0508783,23.0935283),(-34.0508783, 23.5935283), (-33.0508783,23.5935283),(-34.0508783,23.0935283))"
139,John Smith,192.168.1.12,06/03/2019 03:10,13/09/2019 13:46,2019-09-15 13:46:38 UTC,DEV-00139-2019,DailyExpress,"64298742, 27652431, 02883798, 87001656",Wednesday,"POLYGON ((-27.641736, 25.5710689), (-26.641736,25.5710689),(-27.641736, 26.0710689), (-26.641736,26.0710689),(-27.641736,25.5710689))"
140,John Smith,192.168.1.55,02/01/2020 19:46,28/08/2019 12:57,2019-08-31 12:57:04 UTC,DEV-00140-2019,TheGuardian,40321999,Thursday,"POLYGON ((31.463475, 120.649341), (32.463475,120.649341),(31.463475, 121.149341), (32.463475,121.149341),(31.463475,120.649341))"
141,John Smith,192.168.1.12,13/01/2020 18:47,03/01/2020 04:09,2020-01-09 04:09:40 UTC,DEV-00141-2019,FinancialTimes,"71145764, 95523447, 86645085, 81865478, 65498273, 36662577, 76477420, 79895494, 30236204, 64496890, 83246492",Monday,"POLYGON ((50.5609123, 18.943124), (51.5609123,18.943124),(50.5609123, 19.443124), (51.5609123,19.443124),(50.5609123,18.943124))"
143,John Smith,192.168.1.12,09/04/2019 20:45,26/01/2020 11:14,2020-01-31 11:14:20 UTC,DEV-00143-2019,WashingtonPost,"49823738, 40626421, 46215413, 44405075, 39243235, 47922832, 03908754, 01044585, 80647909, 55270767, 94775581",Tuesday,"POLYGON ((39.138202, 117.150738), (40.138202,117.150738),(39.138202, 117.650738), (40.138202,117.650738),(39.138202,117.150738))"
144,John Smith,192.168.1.12,28/05/2019 21:37,15/10/2019 05:54,2019-10-18 05:54:25 UTC,DEV-00144-2019,TheGuardian,52329513,Tuesday,"POLYGON ((37.856971, 113.580519), (38.856971,113.580519),(37.856971, 114.080519), (38.856971,114.080519),(37.856971,113.580519))"
145,John Smith,192.168.1.12,21/05/2019 16:41,15/12/2019 03:54,2019-12-18 03:54:39 UTC,DEV-00145-2019,TheTimes,"53644678, 31315438, 02783833, 48683754, 72890426",Tuesday,"POLYGON ((41.3595963, -8.3726599), (42.3595963,-8.3726599),(41.3595963, -7.8726599), (42.3595963,-7.8726599),(41.3595963,-8.3726599))"
146,John Smith,192.168.1.12,17/01/2020 02:40,28/03/2019 05:54,2019-03-31 05:54:45 UTC,DEV-00146-2019,TheGuardian,54667517,Friday,"POLYGON ((7.0055806, 125.0923723), (8.0055806,125.0923723),(7.0055806, 125.5923723), (8.0055806,125.5923723),(7.0055806,125.0923723))"
147,John Smith,192.168.1.47,09/12/2019 16:57,12/08/2019 05:27,2019-08-16 05:27:21 UTC,DEV-00147-2019,TheGuardian,"41487201, 42975508",Monday,"POLYGON ((59.4443693, 10.646404), (60.4443693,10.646404),(59.4443693, 11.146404), (60.4443693,11.146404),(59.4443693,10.646404))"
149,John Smith,192.168.1.12,09/08/2019 19:43,01/04/2019 14:28,2019-04-07 14:28:55 UTC,DEV-00149-2019,TheSun,"11038478, 85644611, 12522813, 82295978, 54250680, 07246304, 07649172, 22340042, 06184827, 57808241",Friday,"POLYGON ((-6.8432007, 107.612654), (-5.8432007,107.612654),(-6.8432007, 108.112654), (-5.8432007,108.112654),(-6.8432007,107.612654))"
150,Joseph Doherty,192.168.1.12,17/05/2019 05:00,07/10/2019 11:06,2019-10-13 11:06:48 UTC,DEV-00150-2019,TheTimes,"02581274, 79737013, 58471235, 29183835, 74202354, 64924771, 56023295, 90374787, 80408517, 59827911, 30564731",Friday,"POLYGON ((9.6588232, -84.0995948), (10.6588232,-84.0995948),(9.6588232, -83.5995948), (10.6588232,-83.5995948),(9.6588232,-84.0995948))"
151,John Smith,192.168.1.12,31/07/2019 04:35,06/07/2019 02:23,2019-07-10 02:23:29 UTC,DEV-00151-2019,DailyExpress,"46981051, 53005763, 91230410, 45387548, 54373448, 07215389, 98829088, 22304021, 90344813, 07337723",Wednesday,"POLYGON ((52.1949456, 35.0572656), (53.1949456,35.0572656),(52.1949456, 35.5572656), (53.1949456,35.5572656),(52.1949456,35.0572656))"
152,John Smith,192.168.1.12,23/07/2019 11:13,21/09/2019 11:21,2019-09-23 11:21:56 UTC,DEV-00152-2019,TheSun,"13681539, 63114250, 50062308, 29185937, 84901405, 45712836, 06096563, 59747853, 30836829",Tuesday,"POLYGON ((47.55728, 124.21591), (error: no implicit conversion of Fixnum into String,124.21591),(47.55728, error: no implicit conversion of Float into String), (error: no implicit conversion of Fixnum into String,error: no implicit conversion of Float into String),(47.55728,124.21591))"
153,John Smith,192.168.1.12,02/08/2019 13:24,12/03/2019 17:43,2019-03-18 17:43:22 UTC,DEV-00153-2019,TheSun,"41300665, 12745237",Friday,"POLYGON ((29.325601, 107.760025), (30.325601,107.760025),(29.325601, 108.260025), (30.325601,108.260025),(29.325601,107.760025))"
154,John Smith,192.168.1.12,13/08/2019 03:09,11/11/2019 17:08,2019-11-14 17:08:36 UTC,DEV-00154-2019,MailOnline,"60212285, 24359697, 98254775, 27099427, 56130352, 62101927, 66739499, 76141961",Tuesday,"POLYGON ((33.437877, 113.609286), (34.437877,113.609286),(33.437877, 114.109286), (34.437877,114.109286),(33.437877,113.609286))"
157,Joseph Doherty,192.168.1.12,20/06/2019 10:20,04/12/2019 05:08,2019-12-07 05:08:51 UTC,DEV-00157-2019,WashingtonPost,"64870206, 11867238, 60558546, 93851833, 10852781, 23285156, 21133157, 66070726, 29211768, 78998655",Thursday,"POLYGON ((-7.8013074, 111.6541483), (-6.8013074,111.6541483),(-7.8013074, 112.1541483), (-6.8013074,112.1541483),(-7.8013074,111.6541483))"
158,John Smith,192.168.1.12,16/04/2019 09:21,17/07/2019 23:15,2019-07-19 23:15:05 UTC,DEV-00158-2019,FinancialTimes,"69238692, 28439366, 46904943, 17917562, 13443549, 95684500, 90924522, 93757836, 90498206, 82093707",Tuesday,"POLYGON ((54.3141155, 93.2187293), (55.3141155,93.2187293),(54.3141155, 93.7187293), (55.3141155,93.7187293),(54.3141155,93.2187293))"
159,John Smith,192.168.1.12,21/06/2019 22:20,10/06/2019 01:00,2019-06-12 01:00:37 UTC,DEV-00159-2019,TheTimes,"59072675, 33815149, 07398788, 48237072",Friday,"POLYGON ((24.56853, 112.089781), (25.56853,112.089781),(24.56853, 112.589781), (25.56853,112.589781),(24.56853,112.089781))"
161,John Smith,192.168.1.12,13/11/2019 06:43,23/01/2020 12:03,2020-01-29 12:03:13 UTC,DEV-00161-2019,TheSun,"53424251, 19745467, 82574988, 22847910, 03708109, 41515897, 44042780, 77507050",Wednesday,"POLYGON ((33.519545, -111.5468301), (34.519545,-111.5468301),(33.519545, -111.0468301), (34.519545,-111.0468301),(33.519545,-111.5468301))"
163,John Smith,192.168.1.12,04/07/2019 05:40,02/02/2020 18:42,2020-02-04 18:42:04 UTC,DEV-00163-2019,NewYorkTimes,"78119764, 46761209, 79359592",Thursday,"POLYGON ((39.5013158, -0.3889622), (40.5013158,-0.3889622),(39.5013158, 0.1110378), (40.5013158,0.1110378),(39.5013158,-0.3889622))"
164,John Smith,192.168.1.47,25/06/2019 20:46,04/05/2019 16:37,2019-05-07 16:37:44 UTC,DEV-00164-2019,MailOnline,"42632295, 24811594, 73295844, 89797009, 90706597",Tuesday,"POLYGON ((58.5469521, 15.0353001), (59.5469521,15.0353001),(58.5469521, 15.5353001), (59.5469521,15.5353001),(58.5469521,15.0353001))"
165,John Smith,192.168.1.12,18/07/2019 05:47,10/06/2019 17:22,2019-06-12 17:22:01 UTC,DEV-00165-2019,NewYorkTimes,"84720146, 58160665, 95210682, 25827171",Thursday,"POLYGON ((28.426184, 112.166522), (29.426184,112.166522),(28.426184, 112.666522), (29.426184,112.666522),(28.426184,112.166522))"
167,John Smith,192.168.1.55,23/04/2019 18:47,27/02/2019 00:14,2019-03-03 00:14:07 UTC,DEV-00167-2019,TheTimes,"27098396, 98825232, 96729308, 52105703, 07150827, 86116770, 58637236, 54424603",Tuesday,"POLYGON ((11.183333, -12.933333), (12.183333,-12.933333),(11.183333, -12.433333), (12.183333,-12.433333),(11.183333,-12.933333))"
168,John Smith,192.168.1.12,29/10/2019 02:46,04/06/2019 19:11,2019-06-09 19:11:18 UTC,DEV-00168-2019,FinancialTimes,"24983736, 06838990, 80076404, 04847921",Tuesday,"POLYGON ((28.659387, 87.124099), (29.659387,87.124099),(28.659387, 87.624099), (29.659387,87.624099),(28.659387,87.124099))"
170,John Smith,192.168.1.12,22/03/2019 22:52,30/10/2019 04:50,2019-11-01 04:50:15 UTC,DEV-00170-2019,NewYorkTimes,96940415,Friday,"POLYGON ((32.629398, 110.798266), (33.629398,110.798266),(32.629398, 111.298266), (33.629398,111.298266),(32.629398,110.798266))"
171,John Smith,192.168.1.44,06/08/2019 09:39,17/10/2019 00:41,2019-10-22 00:41:01 UTC,DEV-00171-2019,FinancialTimes,"21666587, 13960813, 80525448",Tuesday,"POLYGON ((45.1908533, -93.3007481), (46.1908533,-93.3007481),(45.1908533, -92.8007481), (46.1908533,-92.8007481),(45.1908533,-93.3007481))"
172,John Smith,192.168.1.12,04/04/2019 07:45,24/08/2019 13:26,2019-08-27 13:26:51 UTC,DEV-00172-2019,WashingtonPost,"81880963, 12655922, 96500311, 06273736, 48488318, 12441160",Thursday,"POLYGON ((32.5958283, -6.2694608), (33.5958283,-6.2694608),(32.5958283, -5.7694608), (33.5958283,-5.7694608),(32.5958283,-6.2694608))"
174,John Smith,192.168.1.12,04/04/2019 07:33,26/04/2019 17:26,2019-04-30 17:26:37 UTC,DEV-00174-2019,FinancialTimes,"85065274, 24400456, 80928975, 17769148, 84754164, 73852425, 61931813, 87520968, 40808851, 14769435, 00887294",Thursday,"POLYGON ((51.2717148, 18.5618708), (52.2717148,18.5618708),(51.2717148, 19.0618708), (52.2717148,19.0618708),(51.2717148,18.5618708))"
175,John Smith,192.168.1.12,16/09/2019 10:55,19/02/2019 13:31,2019-02-22 13:31:46 UTC,DEV-00175-2019,TheSun,"48356252, 65152158, 59806041, 03747455, 87326623, 42142632, 04108284, 44895419, 96355111, 58002001",Monday,"POLYGON ((41.132444, 122.660989), (42.132444,122.660989),(41.132444, 123.160989), (42.132444,123.160989),(41.132444,122.660989))"
176,John Smith,192.168.1.12,07/08/2019 16:57,05/08/2019 05:24,2019-08-10 05:24:20 UTC,DEV-00176-2019,TheGuardian,"13653539, 25998421, 59220740, 38790055, 76496569, 27784420",Wednesday,"POLYGON ((49.3550162, 17.2849522), (50.3550162,17.2849522),(49.3550162, 17.7849522), (50.3550162,17.7849522),(49.3550162,17.2849522))"
177,John Smith,192.168.1.12,23/09/2019 02:05,13/08/2019 17:48,2019-08-18 17:48:03 UTC,DEV-00177-2019,TheTimes,"01650416, 98022140, 31270637, 80119544",Monday,"POLYGON ((9.9238222, 105.3728845), (10.9238222,105.3728845),(9.9238222, 105.8728845), (10.9238222,105.8728845),(9.9238222,105.3728845))"
178,John Smith,192.168.1.12,17/01/2020 15:46,24/11/2019 21:02,2019-11-29 21:02:52 UTC,DEV-00178-2019,DailyExpress,"87530439, 78223283, 32262786, 32353035, 28129343, 96132041, 99430577, 48277700, 44147674, 66925952",Friday,"POLYGON ((53.2140133, 87.2799316), (54.2140133,87.2799316),(53.2140133, 87.7799316), (54.2140133,87.7799316),(53.2140133,87.2799316))"
179,Luke Dormer,192.168.1.12,13/08/2019 09:28,05/08/2019 09:24,2019-08-11 09:24:34 UTC,DEV-00179-2019,MailOnline,"78348621, 66534904, 90356921, 86765134, 39014515, 39251978",Tuesday,"POLYGON ((0.6228224, 111.1533456), (1.6228224,111.1533456),(0.6228224, 111.6533456), (1.6228224,111.6533456),(0.6228224,111.1533456))"
180,John Smith,192.168.1.12,12/04/2019 19:58,08/11/2019 13:22,2019-11-13 13:22:57 UTC,DEV-00180-2019,TheTimes,"14625254, 62051863, 30354298, 73260746, 99233258, 66680196, 04021209",Friday,"POLYGON ((36.689919, 118.4807442), (37.689919,118.4807442),(36.689919, 118.9807442), (37.689919,118.9807442),(36.689919,118.4807442))"
181,John Smith,192.168.1.12,30/09/2019 08:30,31/12/2019 12:46,2020-01-04 12:46:47 UTC,DEV-00181-2019,TheTimes,"75464577, 87487333, 85230331, 95511945",Monday,"POLYGON ((59.9026039, 10.767309), (60.9026039,10.767309),(59.9026039, 11.267309), (60.9026039,11.267309),(59.9026039,10.767309))"
184,John Smith,192.168.1.12,17/06/2019 18:01,11/06/2019 11:06,2019-06-15 11:06:36 UTC,DEV-00184-2019,FinancialTimes,"12910086, 25799081, 84266970, 05373673, 92397176, 74343036, 28484610, 20083149",Monday,"POLYGON ((28.871569, 105.44174), (29.871569,105.44174),(28.871569, 105.94174), (29.871569,105.94174),(28.871569,105.44174))"
186,John Smith,192.168.1.12,14/02/2019 20:06,14/05/2019 03:35,2019-05-16 03:35:53 UTC,DEV-00186-2019,WashingtonPost,"25090866, 96063551, 19585737, 62625937",Thursday,"POLYGON ((30.107387, 121.402682), (31.107387,121.402682),(30.107387, 121.902682), (31.107387,121.902682),(30.107387,121.402682))"
187,John Smith,192.168.1.12,14/11/2019 22:22,10/06/2019 21:29,2019-06-14 21:29:43 UTC,DEV-00187-2019,WashingtonPost,609877,Thursday,"POLYGON ((7.6182738, 100.3048897), (8.6182738,100.3048897),(7.6182738, 100.8048897), (8.6182738,100.8048897),(7.6182738,100.3048897))"
188,John Smith,192.168.1.12,01/10/2019 13:20,06/05/2019 06:09,2019-05-12 06:09:58 UTC,DEV-00188-2019,FinancialTimes,"99615820, 75823068, 65682043, 32472127, 08202442, 44540349",Tuesday,"POLYGON ((-7.0240978, 108.7571263), (-6.0240978,108.7571263),(-7.0240978, 109.2571263), (-6.0240978,109.2571263),(-7.0240978,108.7571263))"
189,John Smith,192.168.1.12,10/07/2019 07:59,02/06/2019 16:26,2019-06-06 16:26:30 UTC,DEV-00189-2019,WashingtonPost,"17885085, 98887128, 65219571",Wednesday,"POLYGON ((36.4359045, 129.0571077), (37.4359045,129.0571077),(36.4359045, 129.5571077), (37.4359045,129.5571077),(36.4359045,129.0571077))"
191,Joseph Doherty,192.168.1.12,15/03/2019 14:53,31/05/2019 12:49,2019-06-03 12:49:33 UTC,DEV-00191-2019,MailOnline,"63638220, 21466513, 18326386, 12173504, 37766061, 28153528",Friday,"POLYGON ((32.434672, 119.569989), (33.434672,119.569989),(32.434672, 120.069989), (33.434672,120.069989),(32.434672,119.569989))"
192,John Smith,192.168.1.12,16/04/2019 11:41,25/11/2019 14:58,2019-12-01 14:58:57 UTC,DEV-00192-2019,MailOnline,"78381482, 84279583",Tuesday,"POLYGON ((30.2047151, -92.0167547), (31.2047151,-92.0167547),(30.2047151, -91.5167547), (31.2047151,-91.5167547),(30.2047151,-92.0167547))"
193,John Smith,192.168.1.12,30/01/2020 06:32,13/03/2019 16:26,2019-03-15 16:26:32 UTC,DEV-00193-2019,MailOnline,"33570424, 44430719, 17323311",Thursday,"POLYGON ((56.1244362, 93.3598524), (57.1244362,93.3598524),(56.1244362, 93.8598524), (57.1244362,93.8598524),(56.1244362,93.3598524))"
194,John Smith,192.168.1.12,02/09/2019 04:27,27/11/2019 13:27,2019-11-29 13:27:10 UTC,DEV-00194-2019,FinancialTimes,"44866544, 15166718, 44010846, 41837785, 82636172, 46986444, 64043048, 38512120",Monday,"POLYGON ((37.8967329, 22.9286014), (38.8967329,22.9286014),(37.8967329, 23.4286014), (38.8967329,23.4286014),(37.8967329,22.9286014))"
196,John Smith,192.168.1.12,08/11/2019 04:47,13/03/2019 02:14,2019-03-16 02:14:52 UTC,DEV-00196-2019,TheTimes,"35728338, 77779969",Friday,"POLYGON ((-7.8013074, 111.6541483), (-6.8013074,111.6541483),(-7.8013074, 112.1541483), (-6.8013074,112.1541483),(-7.8013074,111.6541483))"
197,John Smith,192.168.1.12,28/05/2019 17:57,02/04/2019 08:28,2019-04-07 08:28:16 UTC,DEV-00197-2019,DailyExpress,"52200305, 20685344, 11577771, 78225066, 90737952, 21699042, 13180363, 64450670, 49029520, 18161334, 74822947",Tuesday,"POLYGON ((24.02009, 113.4221), (error: no implicit conversion of Fixnum into String,113.4221),(24.02009, error: no implicit conversion of Float into String), (error: no implicit conversion of Fixnum into String,error: no implicit conversion of Float into String),(24.02009,113.4221))"
198,John Smith,192.168.1.12,19/09/2019 07:06,27/01/2020 11:07,2020-01-30 11:07:44 UTC,DEV-00198-2019,TheSun,"25437588, 18235181, 77057658, 61483854, 95816310, 60889117, 79868713, 63433753, 84537643, 63964966, 55564851",Thursday,"POLYGON ((-6.4713068, 108.4572788), (-5.4713068,108.4572788),(-6.4713068, 108.9572788), (-5.4713068,108.9572788),(-6.4713068,108.4572788))"
199,John Smith,192.168.1.12,30/12/2019 09:54,06/05/2019 08:35,2019-05-09 08:35:41 UTC,DEV-00199-2019,TheGuardian,"94795696, 73383401, 47667940, 20852660, 35133318, 93626111, 55673504, 49498495, 40028788, 31622593",Monday,"POLYGON ((14.4083543, 121.0396806), (15.4083543,121.0396806),(14.4083543, 121.5396806), (15.4083543,121.5396806),(14.4083543,121.0396806))"
200,John Smith,192.168.1.12,19/08/2019 21:57,21/02/2019 03:16,2019-02-27 03:16:56 UTC,DEV-00200-2019,TheSun,"40918048, 64958333, 97601770, 78320294, 28489255, 35963524, 51973028, 86157553, 73487898",Monday,"POLYGON ((24.02009, 113.4221), (error: no implicit conversion of Fixnum into String,113.4221),(24.02009, error: no implicit conversion of Float into String), (error: no implicit conversion of Fixnum into String,error: no implicit conversion of Float into String),(24.02009,113.4221))"
203,John Smith,192.168.1.12,10/01/2020 12:19,02/11/2019 05:22,2019-11-08 05:22:07 UTC,DEV-00203-2019,WashingtonPost,"24849016, 81964940, 70577432, 14165397, 24968031, 26685149, 64451124, 17248516",Friday,"POLYGON ((46.0523136, 17.2018057), (47.0523136,17.2018057),(46.0523136, 17.7018057), (47.0523136,17.7018057),(46.0523136,17.2018057))"
205,Joseph Doherty,192.168.1.12,15/07/2019 13:08,24/12/2019 22:17,2019-12-30 22:17:14 UTC,DEV-00205-2019,WashingtonPost,"57436309, 26166602, 87631253, 79619834, 70963755, 24673835, 21775038, 14365242, 33316279, 93731632",Monday,"POLYGON ((31.492565, 113.079333), (32.492565,113.079333),(31.492565, 113.579333), (32.492565,113.579333),(31.492565,113.079333))"
206,John Smith,192.168.1.12,11/12/2019 09:10,30/08/2019 08:59,2019-09-02 08:59:21 UTC,DEV-00206-2019,DailyExpress,"69775863, 62937824, 87349838, 72267289, 57334863, 89818237",Wednesday,"POLYGON ((28.0367067, 104.121341), (29.0367067,104.121341),(28.0367067, 104.621341), (29.0367067,104.621341),(28.0367067,104.121341))"
208,John Smith,192.168.1.12,27/06/2019 03:31,01/03/2019 06:24,2019-03-07 06:24:39 UTC,DEV-00208-2019,TheSun,"75170492, 51644107",Thursday,"POLYGON ((45.9773921, 39.3668159), (46.9773921,39.3668159),(45.9773921, 39.8668159), (46.9773921,39.8668159),(45.9773921,39.3668159))"
